,product_title,product_url,product_breadcrumb,date,price,unit_price,loyalty_price,original_price,store_id,product_category,product_subcategory,product_subcategory_2,gender_breadcrumb,gender_title,price_per_unit,unit,labelling 
13754,"Aussie Mighty Mega Conditioner - Vegan - Lightweight & Gentle - For Soft & Shiny Hair, 470ml",/en-GB/p-aussie-mighty-mega-conditioner-vegan-lightweight-gentle-for-soft-shiny-hair-470ml/8006540780220,> health beauty > shampoo hair care,2/12/2025,5.89,£1.25 / 100ml,,5.89,5,> health beauty,shampoo hair care,,neutral,neutral,12.5,lt,Aleksandra
18683,Colgate Max White Luminous Whitening Toothpaste 75ml,/en-GB/p-colgate-max-white-luminous-whitening-toothpaste-75ml/8714789859415,> health beauty > dental care > oral care,2/12/2025,2.89,£3.85 / 100ml,,2.89,5,> health beauty,dental care,oral care,neutral,neutral,38.5,lt,Aleksandra
4432,"Calpol Sixplus Sugar Free Suspension, Paracetamol Medication, 6+ Years, Strawberry Flavour, 80ml",/en-GB/p-calpol-sixplus-sugar-free-suspension-paracetamol-medication-6-years-strawberry-flavour-80ml/3574660435221,> health beauty > medicine,2/12/2025,3.29,£3.29 / 100ml,,3.29,5,> health beauty,medicine,,neutral,neutral,32.9,lt,Aleksandra
14886,Garnier Micellar Water Facial Cleanser For Sensitive Skin 700ml,/en-GB/p-garnier-micellar-water-facial-cleanser-for-sensitive-skin-700ml/3600541938489,> health beauty > skin care,2/12/2025,5.99,£0.86 / 100ml,,5.99,5,> health beauty,skin care,,neutral,neutral,8.6,lt,Aleksandra
18345,Lacura Hydrating Cleanser For Normal To Dry Skin 236ml,/en-GB/p-lacura-hydrating-cleanser-for-normal-to-dry-skin-236ml/4061463860934,> health beauty > skin care,2/12/2025,3.49,£1.48 / 100ml,,3.49,5,> health beauty,skin care,,neutral,neutral,14.8,lt,Aleksandra
5178,Health Essentials Dry Tickly Cough 0.75g / 5ml Oral Solution 300ml,/en-GB/p-health-essentials-dry-tickly-cough-075g-5ml-oral-solution-300ml/4088600479149,> health beauty > medicines,2/12/2025,2.39,£0.80 / 100ml,,2.39,5,> health beauty,medicines,,neutral,neutral,8,lt,Aleksandra
16123,Hotel Collection Well Being Unwind Hand Wash 240ml,/en-GB/p-hotel-collection-well-being-unwind-hand-wash-240ml/4061463843463,> health beauty > bath shower soap,2/12/2025,1.49,£0.62 / 100ml,,1.49,5,> health beauty,bath shower soap,,neutral,neutral,6.2,lt,Aleksandra
5732,Activ Max A-Z Multivitamin & Minerals Food Supplement Tablets 60 Pack,/en-GB/p-activ-max-a-z-multivitamin-minerals-food-supplement-tablets-60-pack/4061464941434,> health beauty > sports nutrition > nutritional supplements,2/12/2025,1.99,£0.03 each,,1.99,5,> health beauty,sports nutrition,nutritional supplements,neutral,neutral,0.03,unit,Aleksandra
18666,Almat Bio Laundry Gel 720ml/24 Washes*,/en-GB/p-almat-bio-laundry-gel-720ml24-washes/4061459977059,> household > laundry > laundry detergents,2/12/2025,2.39,£3.32 / litre,,2.39,5,> household,laundry,laundry detergents,neutral,neutral,3.32,lt,Aleksandra
13700,Almat Coconut Crush 3 In 1 Bio Laundry Capsules 20x21g*,/en-GB/p-almat-coconut-crush-3-in-1-bio-laundry-capsules-20x21g/4061464861084,> household > laundry > laundry detergents,2/12/2025,2.89,0.69p / litre,,2.89,5,> household,laundry,laundry detergents,neutral,neutral,0.69,lt,Aleksandra
126,Purewick Lavender Air Freshener 7ml,/en-GB/p-purewick-lavender-air-freshener-7ml/4061461564704,> household > air fresheners,1/7/2025,1.79,£1.79 each,,1.79,5,> household,air fresheners,,neutral,neutral,1.79,unit,Aleksandra
9147,Powerforce Kitchen Cleaner 750ml,/en-GB/p-powerforce-kitchen-cleaner-750ml/4061461648077,> household > house cleaning,2/12/2025,0.85,£1.13 / litre,,0.85,5,> household,house cleaning,,neutral,neutral,1.13,lt,Aleksandra
19182,Almat Super Concentrated Bio Laundry Detergent 1.8l/60 Washes,/en-GB/p-almat-super-concentrated-bio-laundry-detergent-18l60-washes/4061464837225,> household > laundry > washing liquids powders,2/12/2025,3.39,£1.88 / litre,,3.39,5,> household,laundry,washing liquids powders,neutral,neutral,1.88,lt,Aleksandra
13440,Powerforce Multi-surface Cleaner With Bleach 750ml,/en-GB/p-powerforce-multi-surface-cleaner-with-bleach-750ml/4061459296587,> household > house cleaning,2/12/2025,0.85,£1.13 / litre,,0.85,5,> household,house cleaning,,neutral,neutral,1.13,lt,Aleksandra
14793,Almat Coconut Crush Bio Laundry Detergent 980ml/28 Washes,/en-GB/p-almat-coconut-crush-bio-laundry-detergent-980ml28-washes/4061464942349,> household > laundry > laundry detergents,2/12/2025,2.49,£2.54 / litre,,2.49,5,> household,laundry,laundry detergents,neutral,neutral,2.54,lt,Aleksandra
8299,Powerforce Lime & Mint Anti-bacterial Surface Cleaner 750ml,/en-GB/p-powerforce-lime-mint-anti-bacterial-surface-cleaner-750ml/4061459322842,> household > house cleaning,2/12/2025,0.85,£1.13 / litre,,0.85,5,> household,house cleaning,,neutral,neutral,1.13,lt,Aleksandra
19131,Powerforce Multi Surface Cleaner With Bleach 750ml,/en-GB/p-powerforce-multi-surface-cleaner-with-bleach-750ml/4061459322880,> household > house cleaning,2/12/2025,0.85,£1.13 / litre,,0.85,5,> household,house cleaning,,neutral,neutral,1.13,lt,Aleksandra
18377,Cow & Gate 1 First Baby Milk Formula Liquid Starter Pack from Birth 6x,http://groceries.asda.com/product/baby--toddler-milk/cow--gate--first-baby-milk-formula-liquid-starter-pack-from-birth-x/910001386943,baby > toddler & kids > baby & toddler milk > cow & gate baby milk > cow & gate first milk,2/12/2025,7,£1.67/100ml,,,3,baby,toddler & kids,baby & toddler milk,neutral,neutral,16.7,lt,Aleksandra
5325,Tommee Tippee Closer to Nature 2 Med Flow Teats 3+ Months,http://groceries.asda.com/product/baby-accessories/tommee-tippee-closer-to-nature--med-flow-teats--months/1000378540207,baby > toddler & kids > baby accessories > baby bottles > teats & accessories > baby bottles > teats & accessories,2/12/2025,3.72,£1.86/each,,,3,baby,toddler & kids,baby accessories,neutral,neutral,1.86,unit,Aleksandra
13029,Ella's Kitchen Organic Mango Rice Pudding 7+ Months,https://www.waitrose.com/ecom/products/ellas-kitchen-organic-mango-rice-pudding-7-months/456698-509192-509193,baby > child & parent > baby & toddler food > 7+ months (stage 2),2/12/2025,2.35,73.4p/100g,,,8,baby,child & parent,baby & toddler food,neutral,neutral,73.4,kg,Aleksandra
6366,Dreambaby Step Up Toilet Trainer 18+m,http://groceries.asda.com/product/baby-toiletries--healthcare/dreambaby-step-up-toilet-trainer-m/1000383190535,baby > toddler & kids > baby toiletries & healthcare > baby > toddler & kids bath > baby & childrens bath & shower,2/12/2025,22,£22.00/each,,,3,baby,toddler & kids,baby toiletries & healthcare,neutral,neutral,22,unit,Aleksandra
13465,LITTLE ANGELS by ASDA Organic Carrot Flavour Puffs 7+ Months 20g,http://groceries.asda.com/product/baby-toddler--kids-snacks/little-angels-by-asda-organic-carrot-flavour-puffs--months-g/910001267698,baby > toddler & kids > baby > toddler & kids snacks > baby snacks (under 12 months) > baby snacks (under 12 months),2/12/2025,0.65,£3.25/100g,,,3,baby,toddler & kids,baby,neutral,neutral,32.5,kg,Aleksandra
14990,Neal's Yard Baby Massage Oil,https://www.waitrose.com/ecom/products/neals-yard-baby-massage-oil/828025-758738-758739,baby > child & parent > bathtime & toiletries > baby oil,2/12/2025,7.5,£15/100ml,,10,8,baby,child & parent,bathtime & toiletries,neutral,neutral,150,lt,Aleksandra
19054,MAM Slow Flow Teat (Flow Rate 1) - 2 Pack,http://groceries.asda.com/product/baby-accessories/mam-slow-flow-teat-flow-rate----pack/1000002091917,baby > toddler & kids > baby accessories > baby bottles > teats & accessories > baby bottles > teats & accessories,2/12/2025,6.9,£3.45/each,,,3,baby,toddler & kids,baby accessories,neutral,neutral,3.45,unit,Aleksandra
13656,LITTLE ANGELS by ASDA Baby Oil 300ml,http://groceries.asda.com/product/baby-toiletries--healthcare/little-angels-by-asda-baby-oil-ml/910001336714,baby > toddler & kids > baby toiletries & healthcare > baby > toddler & kids skin care > baby & childrens skin care,2/12/2025,1.5,50.0p/100ml,,,3,baby,toddler & kids,baby toiletries & healthcare,neutral,neutral,50,lt,Ignacio
15392,Pampers Premium Protect Nappy Pants Size 4,https://www.waitrose.com/ecom/products/pampers-premium-protect-nappy-pants-size-4/880396-791659-791660,baby > child & parent > nappies & potty training > size 4 nappies & pants,2/12/2025,12,40p each,,,8,baby,child & parent,nappies & potty training,neutral,neutral,40,unit,Ignacio
18786,Kiddylicious Strawberry Fruity Bakes Baby Snacks 6x22g,https://www.sainsburys.co.uk/gol-ui/product/kiddylicious-strawberry-fruity-bakes-6-x-22g-132g-,baby & toddler > snacks & rusks,2/12/2025,2.65,£2.01 / 100g,2,,2,baby & toddler,snacks & rusks,,neutral,neutral,20.1,kg,Ignacio
6530,Johnson's Baby Lotion Everyday Use Delicate Skin Baby Lotion 500ml,https://www.sainsburys.co.uk/gol-ui/product/johnsons-baby-lotion-500ml,baby & toddler > toiletries & healthcare,2/12/2025,3,60p / 100ml,2.25,,2,baby & toddler,toiletries & healthcare,,neutral,neutral,60,lt,Ignacio
3776,Tommee Tippee Bottle & Teat Brush,www.tesco.com/groceries/en-GB/products/255469659,baby & toddler > baby bottles & accessories > baby bottle preparation & bottle brushes > bottle brushes,2/10/2025,3.2,3.2 / each,,,1,baby & toddler,baby bottles & accessories,baby bottle preparation & bottle brushes,neutral,neutral,3.2,unit,Ignacio
10995,Brica Dual Sight Mirror,https://groceries.morrisons.com/products/brica-dual-sight-mirror/109897093,baby & toddler > baby accessories > travel & safety,2/12/2025,4.99,,,,4,baby & toddler,baby accessories,travel & safety,neutral,neutral,,,Ignacio
19337,Persil Non Bio Sensitive Washing Laundry Detergent Powder 42 Washes 2.1 kg,https://www.sainsburys.co.uk/gol-ui/product/persil-non-bio-washing-powder-42-wash-21-kg,baby & toddler > baby laundry,2/12/2025,7,£3.33 / kg,,7,2,baby & toddler,baby laundry,,neutral,neutral,3.33,kg,Ignacio
17396,Tilda Kids Cheese & Tomato Rice 125G,www.tesco.com/groceries/en-GB/products/298597326,baby & toddler > baby & toddler food > stage 4: from 12 months > toddler food pouches,2/12/2025,1.25,10 / kg,,,1,baby & toddler,baby & toddler food,stage 4: from 12 months,neutral,neutral,10,kg,Ignacio
19495,Kiddylicious Coconut Rolls 56G,www.tesco.com/groceries/en-GB/products/296714660,baby & toddler > baby & toddler food > toddler snacks from 12 months > toddler snacks   biscuits & biscotti,2/12/2025,2.5,4.46 / 100g,2,,1,baby & toddler,baby & toddler food,toddler snacks from 12 months,neutral,neutral,44.6,kg,Ignacio
8558,Heinz Apple Pear & Banana Puree 4-36 Months,https://groceries.morrisons.com/products/heinz-apple-pear--banana-puree-4-36-months/109711674,baby & toddler > baby & toddler food & drinks > stage 1 (4 6 months) > desserts,2/12/2025,1.15,,,,4,baby & toddler,baby & toddler food & drinks,stage 1 (4 6 months),neutral,neutral,,,Ignacio
13206,Little Ones Fragranced Baby Wipes x60,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-little-ones-fragranced-bio-baby-wipes-x64,baby & toddler > wipes,2/12/2025,0.65,1p / wipe,,0.65,2,baby & toddler,wipes,,neutral,neutral,1,unit,Ignacio
18309,Isle of Paradise Self Tanning Butter 200ml,https://www.sainsburys.co.uk/gol-ui/product/isle-of-paradise-self-tanning-butter-200ml,beauty & cosmetics > bath & body,2/12/2025,18,£9.00 / 100ml,,18,2,beauty & cosmetics,bath & body,,neutral,neutral,90,lt,Ignacio
9818,Nivea Rich Nourishing Body Lotion for Very Dry Skin 250ml,https://www.sainsburys.co.uk/gol-ui/product/nivea-body-ess-rich-caring-milk-250ml,beauty & cosmetics > bath & body,2/12/2025,4.6,£1.84 / 100ml,2.75,,2,beauty & cosmetics,bath & body,,neutral,neutral,18.4,lt,Ignacio
19192,Jolen Mild Cream Bleach 30ml,https://www.sainsburys.co.uk/gol-ui/product/jolene-mild-cream-bleach-30ml,beauty & cosmetics > bath & body,2/12/2025,5,£16.67 / 100ml,,5,2,beauty & cosmetics,bath & body,,neutral,neutral,166.7,lt,Ignacio
18030,Nivea Coconut & Monoi Oil Body Lotion for Normal to Dry Skin 400ml,https://www.sainsburys.co.uk/gol-ui/product/nivea-oil-in-lotion-coconut-monoi-oil-400ml,beauty & cosmetics > bath & body,2/12/2025,6.3,£1.58 / 100ml,4,,2,beauty & cosmetics,bath & body,,neutral,neutral,15.8,lt,Ignacio
5780,Original Source Mint & Tea Tree 2 In 1 Shower & Shave Foam 200ml,https://www.sainsburys.co.uk/gol-ui/product/original-source-tingly-mint-tea-tree-2-in-1-shower-shave-foam-200ml,beauty & cosmetics > bath & body,2/12/2025,3.5,£1.75 / 100ml,,3.5,2,beauty & cosmetics,bath & body,,neutral,neutral,17.5,lt,Ignacio
14210,Garnier Hand Repair Intensive Restoring Hand Cream 75ml,https://www.sainsburys.co.uk/gol-ui/product/garnier-intensive-7-days-hand-reno,beauty & cosmetics > bath & body,2/12/2025,5,£6.67 / 100ml,2.5,,2,beauty & cosmetics,bath & body,,neutral,neutral,66.7,lt,Ignacio
833,Scholl Athletes Foot Spray 150ml,https://www.sainsburys.co.uk/gol-ui/product/scholl-athletes-foot-spray-150ml-2055831-p-44,beauty & cosmetics > bath & body,1/17/2025,7.45,£4.97 / 100ml,,7.45,2,beauty & cosmetics,bath & body,,neutral,neutral,49.7,lt,Ignacio
8816,Palmer's Cocoa Butter Formula Body Oil 250ml,https://www.sainsburys.co.uk/gol-ui/product/palmers-cocoa-butter-formula-body-oil-250ml,beauty & cosmetics > bath & body,2/12/2025,6,£2.40 / 100ml,,6,2,beauty & cosmetics,bath & body,,neutral,neutral,24,lt,Ignacio
11107,Sanctuary Spa Lily & Rose Body Wash 250ml,https://www.sainsburys.co.uk/gol-ui/product/sanctuary-spa-white-lily-damask-rose-body-wash-250ml,beauty & cosmetics > bath & body,2/12/2025,7,£2.80 / 100ml,,7,2,beauty & cosmetics,bath & body,,neutral,neutral,28,lt,Ignacio
16207,Zoe Daily30+ Wholefood Supplement 7 day,https://www.waitrose.com/ecom/products/zoe-daily30-wholefood-supplement-7-day/958348-828265-828266,dietary & lifestyle > healthy options > zoe daily30+,2/12/2025,13.5,£12/100g,,,8,dietary & lifestyle,healthy options,zoe daily30+,neutral,neutral,120,kg,Ignacio
16268,Zoe Daily30+ Wholefood Supplement sachet,https://www.waitrose.com/ecom/products/zoe-daily30-wholefood-supplement-sachet/949376-828253-828254,dietary & lifestyle > healthy options > zoe daily30+,2/12/2025,2.25,£15/100g,,,8,dietary & lifestyle,healthy options,zoe daily30+,neutral,neutral,150,kg,Ignacio
4923,Sainsbury's Pro Fit Choc Whey Protein Powder 500g,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-pro-fit-choc-whey-protein-powder-500g,dietary & world foods > sports nutrition,2/12/2025,16,£3.20 / 100g,,16,2,dietary & world foods,sports nutrition,,neutral,neutral,32,kg,Ignacio
19146,Monster Energy Drink Nitro 500ml,https://www.sainsburys.co.uk/gol-ui/product/monster-nitro-super-dry-energy-drink-500ml,dietary & world foods > sports nutrition > groceries > drinks > sports > energy & wellbeing,2/12/2025,1.95,39p / 100ml,,1.95,2,dietary & world foods,sports nutrition,groceries,neutral,neutral,39,lt,Ignacio
1379,Prime Hydration Strawberry Banana 500ml,https://www.sainsburys.co.uk/gol-ui/product/prime-hydration-strawberry-banana-500ml,dietary & world foods > sports nutrition > groceries > drinks > sports > energy & wellbeing,1/27/2025,2,40p / 100ml,,2,2,dietary & world foods,sports nutrition,groceries,neutral,neutral,40,lt,Ignacio
17822,PhD Charge All In One Blue Gummy Bear Pre Workout 300g,https://www.sainsburys.co.uk/gol-ui/product/phd-charge-all-in-one-pre-workout-blue-gummy-bear-300g,dietary & world foods > sports nutrition,2/12/2025,22,£7.33 / 100g,,22,2,dietary & world foods,sports nutrition,,neutral,neutral,73.3,kg,Ignacio
18878,Grenade Snack Size Bars Chocolate Chip Salted Caramel Flavour 3x35g,https://www.sainsburys.co.uk/gol-ui/product/grenade-snack-size-bars-chocolate-chip-salted-caramel-flavour-3x35g,dietary & world foods > sports nutrition > groceries > food cupboard > cereals > groceries > food cupboard > biscuits & crackers,2/12/2025,5.35,£5.10 / 100g,,5.35,2,dietary & world foods,sports nutrition,groceries,neutral,neutral,51,kg,Ignacio
6911,Sainsbury's Pro Fit Lean Vanilla Whey Powder 500g,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-pro-fit-lean-vanilla-whey-powder-500g,dietary & world foods > sports nutrition,2/12/2025,13,£2.60 / 100g,,13,2,dietary & world foods,sports nutrition,,neutral,neutral,26,kg,Ignacio
6092,Grenade Oreo White 60g,https://www.sainsburys.co.uk/gol-ui/product/grenade-oreo-white-60g,dietary & world foods > sports nutrition,2/12/2025,2.9,£4.83 / 100g,,2.9,2,dietary & world foods,sports nutrition,,neutral,neutral,48.3,kg,Ignacio
18240,Optimum Nutrition Serious Mass Protein Powder Chocolate Flavour 8 Servings 2.73kg,https://www.sainsburys.co.uk/gol-ui/product/optimum-nutrition-serious-mass-protein-powder-chocolate-flavour8-servings-273kg%C2%A0,dietary & world foods > sports nutrition,2/12/2025,37.3,£1.37 / 100g,36,,2,dietary & world foods,sports nutrition,,neutral,neutral,13.7,kg,Ignacio
20117,Ensure Nutrivigor Vanilla Flavour Protein Shake 220ml,https://www.sainsburys.co.uk/gol-ui/product/ensure-nutrivigor-vanilla-flavour-220ml,dietary & world foods > sports nutrition > groceries > dietary & world foods > weight management > groceries > food cupboard > freefrom > groceries > drinks > sports > energy & wellbeing,2/12/2025,2.5,£11.36 / ltr,,2.5,2,dietary & world foods,sports nutrition,groceries,neutral,neutral,11.36,lt,Ignacio
5500,Lucozade Energy Original 8 Pack 380Ml,www.tesco.com/groceries/en-GB/products/297297527,drinks > sports & energy drinks > energy drinks > energy & stimulant drinks,2/12/2025,4.5,0.15 / 100ml,,,1,drinks,sports & energy drinks,energy drinks,neutral,neutral,1.5,lt,Ignacio
9961,Lucozade Energy Orange ,https://groceries.morrisons.com/products/lucozade-energy-orange/113879621,drinks > energy & sports > energy drinks > glucose energy,2/12/2025,9,,,,4,drinks,energy & sports,energy drinks,neutral,neutral,,,Ignacio
5058,Purdey's Rejuvenate Sparkling Grape & Apple with Ginseng 4x250ml,www.tesco.com/groceries/en-GB/products/308468712,drinks > sports & energy drinks > natural energy drinks > natural energy drinks,2/12/2025,4,0.4 / 100ml,,,1,drinks,sports & energy drinks,natural energy drinks,neutral,neutral,4,lt,Ignacio
10712,Monster Energy Drink Ultra Peachy Keen,https://groceries.morrisons.com/products/monster-energy-drink-ultra-peachy-keen/113373946,drinks > energy & sports > energy drinks > stimulation,2/12/2025,1.9,,,,4,drinks,energy & sports,energy drinks,neutral,neutral,,,Ignacio
2911,Wow Hydrate Protein Tropical 4X500ml,www.tesco.com/groceries/en-GB/products/307136151,drinks > sports & energy drinks > protein shakes > protein shake drinks,2/10/2025,4.5,0.22 / 100ml,,,1,drinks,sports & energy drinks,protein shakes,neutral,neutral,2.2,lt,Ignacio
5441,Lucozade Zero Sugar Pink Lemonade 900Ml,www.tesco.com/groceries/en-GB/products/308494283,drinks > sports & energy drinks > energy drinks > sugar free energy & stimulant drinks,2/12/2025,1.5,0.17 / 100ml,,,1,drinks,sports & energy drinks,energy drinks,neutral,neutral,1.7,lt,Ignacio
10275,Red Bull Energy Drink Zero Can,https://groceries.morrisons.com/products/red-bull-energy-drink-zero-can/106110902,drinks > energy & sports > energy drinks > stimulation,2/12/2025,1.3,,,,4,drinks,energy & sports,energy drinks,neutral,neutral,,,Ignacio
10545,Red Bull Energy Drink Original ,https://groceries.morrisons.com/products/red-bull-energy-drink-original/110421754,drinks > energy & sports > energy drinks > stimulation,2/12/2025,7.15,,,,4,drinks,energy & sports,energy drinks,neutral,neutral,,,Ignacio
9956,Lucozade Sport Drink Mango and Passion Fruit 4 Pack,https://groceries.morrisons.com/products/lucozade-sport-drink-mango-and-passion-fruit-4-pack/107183089,drinks > energy & sports > sports drinks,2/12/2025,3,,,4,4,drinks,energy & sports,sports drinks,neutral,neutral,,,Ignacio
4559,Medahuman Energy ,https://groceries.morrisons.com/products/medahuman-energy/112499011,food cupboard > health & wellbeing > drinks > juices,2/12/2025,2.5,,,,4,food cupboard,health & wellbeing,drinks,neutral,neutral,,,Ignacio
4571,Medahuman Relax ,https://groceries.morrisons.com/products/medahuman-relax/112499352,food cupboard > health & wellbeing > drinks > juices,2/12/2025,2.5,,,,4,food cupboard,health & wellbeing,drinks,neutral,neutral,,,Ignacio
5864,Skinny Whip Chocolate Orange ,https://groceries.morrisons.com/products/skinny-whip-chocolate-orange/112782262,food cupboard > health & wellbeing > healthy snacks,2/12/2025,1.15,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
4619,The Protein Ball Co. Lemon & Pistachio 6 Balls,https://groceries.morrisons.com/products/the-protein-ball-co-lemon--pistachio-6-balls/111368166,food cupboard > health & wellbeing > healthy snacks,2/12/2025,2,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
5826,Eat Natural Cereal Bar Almond Cranberry & Pomegranate ,https://groceries.morrisons.com/products/eat-natural-cereal-bar-almond-cranberry--pomegranate/113924349,food cupboard > health & wellbeing > healthy snacks,2/12/2025,1.35,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
5856,Itsu Sweet Soy & Sea Salt Crispy Seaweed Thins Multipack,https://groceries.morrisons.com/products/itsu-sweet-soy--sea-salt-crispy-seaweed-thins-multipack/113517532,food cupboard > health & wellbeing > healthy snacks,2/12/2025,2.85,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
6993,Bounce Caramel Protein Ball ,https://groceries.morrisons.com/products/bounce-caramel-protein-ball/112518795,food cupboard > health & wellbeing > healthy snacks,2/12/2025,2.1,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
5858,Skinny Crunch Light Mint & Dark Chocolate 5 Bars,https://groceries.morrisons.com/products/skinny-crunch-light-mint--dark-chocolate-5-bars/113796703,food cupboard > health & wellbeing > healthy snacks,2/12/2025,1.15,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
11266,Kind Dark Chocolate Nuts & Sea Salt Cereal Bars Multipack,https://groceries.morrisons.com/products/kind-dark-chocolate-nuts--sea-salt-cereal-bars-multipack/111563754,food cupboard > health & wellbeing > healthy snacks,2/12/2025,2,,,,4,food cupboard,health & wellbeing,healthy snacks,neutral,neutral,,,Ignacio
1763,Boy Birth Congrats Card - Moon,www.tesco.com/groceries/en-GB/products/325085396,greeting cards > christening & new baby cards > new baby,2/2/2025,2.65,2.65 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Ignacio
1066,Boy Birth Congratulations Card - Dumbo,www.tesco.com/groceries/en-GB/products/325085586,greeting cards > christening & new baby cards > new baby,1/23/2025,2.65,2.65 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Ignacio
1042,thortful Cute Safari Bus New Baby Card,www.tesco.com/groceries/en-GB/products/325085882,greeting cards > christening & new baby cards > new baby,1/22/2025,3.79,3.79 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,3.79,unit,Ignacio
2720,"Girl Birth Congratulations Card - Laser Cut, Welcome",www.tesco.com/groceries/en-GB/products/325085591,greeting cards > christening & new baby cards > new baby,2/10/2025,3.75,3.75 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,3.75,unit,Ignacio
1039,Girl Birth Congrats Card - Washing Line,www.tesco.com/groceries/en-GB/products/325085393,greeting cards > christening & new baby cards > new baby,1/22/2025,3.2,3.2 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,3.2,unit,Sam
1037,Christening Card - Little Church,www.tesco.com/groceries/en-GB/products/325085629,greeting cards > christening & new baby cards > christening,1/22/2025,3.2,3.2 / each,,,1,greeting cards,christening & new baby cards,christening,neutral,neutral,3.2,unit,Sam
1040,thortful Cute Noah's Ark New Baby Card,www.tesco.com/groceries/en-GB/products/325085902,greeting cards > christening & new baby cards > new baby,1/22/2025,3.79,3.79 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,3.79,unit,Sam
2749,Girl Birth Congrats Card - Moon,www.tesco.com/groceries/en-GB/products/325085397,greeting cards > christening & new baby cards > new baby,2/10/2025,2.65,2.65 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Sam
17393,Baby Shower Card - Umbrella,www.tesco.com/groceries/en-GB/products/325085577,greeting cards > christening & new baby cards > new baby,2/12/2025,2.65,2.65 / each,,,1,greeting cards,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Sam
2551,Birth Congratulations Card - Stars and Moon,https://www.tesco.com/groceries/en-GB/products/325301638,greeting cards & party essentials > christening & new baby cards > new baby,2/10/2025,2.65,2.65 / each,,,1,greeting cards & party essentials,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Sam
2510,Artery8 20 Fingers and Toes Baby Twins New Baby Card,https://www.tesco.com/groceries/en-GB/products/325229339,greeting cards & party essentials > christening & new baby cards > new baby,2/10/2025,3.99,3.99 / each,,,1,greeting cards & party essentials,christening & new baby cards,new baby,neutral,neutral,3.99,unit,Sam
2154,Artery8 Moving Bird House Congrats Bright New Home Card,https://www.tesco.com/groceries/en-GB/products/325228961,greeting cards & party essentials > christening & new baby cards > new baby,2/8/2025,3.99,3.99 / each,,,1,greeting cards & party essentials,christening & new baby cards,new baby,neutral,neutral,3.99,unit,Sam
20044,Girl Birth Congratulations Card - Pink Hearts,https://www.tesco.com/groceries/en-GB/products/325301644,greeting cards & party essentials > christening & new baby cards > new baby,2/12/2025,2.65,2.65 / each,,,1,greeting cards & party essentials,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Sam
2444,Girl Birth Congratulations card - Elliot baby girl,www.tesco.com/groceries/en-GB/products/325097942,greeting cards & party essentials > christening & new baby cards > new baby,2/10/2025,2.65,2.65 / each,,,1,greeting cards & party essentials,christening & new baby cards,new baby,neutral,neutral,2.65,unit,Sam
4420,Nicotinell Nicotine Gum Stop Smoking Aid 2mg Fruit,https://groceries.morrisons.com/products/nicotinell-nicotine-gum-stop-smoking-aid-2mg-fruit/100685641,health > wellbeing & medicines > stop smoking > gum,2/12/2025,13.25,,,,4,health,wellbeing & medicines,stop smoking,neutral,neutral,,,Sam
6540,Morrisons Aspirin Tablets 300mg  ,https://groceries.morrisons.com/products/morrisons-aspirin-tablets-300mg/100685220,health > wellbeing & medicines > pain relief > general pain relief,2/12/2025,0.5,,,,4,health,wellbeing & medicines,pain relief,neutral,neutral,,,Sam
11450,Lemsip Cough For Mucus ,https://groceries.morrisons.com/products/lemsip-cough-for-mucus/109246549,health > wellbeing & medicines > cough > cold & flu > cough,2/12/2025,4,,,8,4,health,wellbeing & medicines,cough,neutral,neutral,,,Sam
8754,Slimfast Meal Replacement Very Berry Bar,https://groceries.morrisons.com/products/slimfast-meal-replacement-very-berry-bar/111333684,health > wellbeing & medicines > diet & slimming > slimming supplements,2/12/2025,8,,,,4,health,wellbeing & medicines,diet & slimming,neutral,neutral,,,Sam
7031,Rennie Deflatine Wind Relief Chewable Tablets,https://groceries.morrisons.com/products/rennie-deflatine-wind-relief-chewable-tablets/105010424,health > wellbeing & medicines > digestive health > wind,2/12/2025,3.3,,,,4,health,wellbeing & medicines,digestive health,neutral,neutral,,,Sam
